Dataset,Model,Cost,Fold,Scope,Reviewer Accuracy,AURC,Captured Error Count,Cost-Sensitive Utility,Coverage,Error Capture Lift,Error Capture Rate,Full Error Count,Generalized Loss,Immediate Hamming Accuracy,Immediate Instance-F1,Immediate Macro-F1,Optimistic Gain Hamming Accuracy,Optimistic Gain Macro-F1,Optimistic Hamming Accuracy,Optimistic Macro-F1,Random-Rejection Expected Capture,Rejected Error Rate,Review Load Case,Review Load Position,Reviewed Position Count,Risk at Coverage,Selective Hamming Accuracy,Selective Risk
emotions,MLC_PA_Logistic,0.30,1,Operating Point,,0.09918327797138865,72,,0.6953551912568307,1.7126145447455643,0.5217391304347826,138,0.1815573770491803,0.8114754098360656,0.5685792349726776,0.6111172188011763,0.09836065573770492,0.21517832251531543,0.9098360655737705,0.8262955413164917,0.3046448087431694,0.32286995515695066,0.8852459016393442,0.3046448087431694,223,0.12966601178781922,0.8703339882121808,0.12966601178781922
emotions,MLC_PA_Logistic,0.30,2,Operating Point,,0.08176419246389666,96,,0.6498599439775911,1.8908689655172415,0.6620689655172414,145,0.17366946778711484,0.7969187675070029,0.5142857142857142,0.5903093203093203,0.134453781512605,0.289760425243897,0.9313725490196079,0.8800697455532173,0.35014005602240894,0.384,0.9243697478991597,0.35014005602240894,250,0.1056034482758621,0.8943965517241379,0.1056034482758621
emotions,MLC_PA_Logistic,0.30,3,Operating Point,,0.09321133655128853,91,,0.6788617886178862,1.852072474559444,0.5947712418300654,153,0.18035230352303522,0.7926829268292683,0.5363143631436316,0.5742504226103112,0.12330623306233057,0.25108716297023226,0.9159891598915989,0.8253375855805435,0.32113821138211385,0.38396624472573837,0.9349593495934959,0.32113821138211385,237,0.12375249500997998,0.87624750499002,0.12375249500997998
emotions,MLC_PA_Logistic,0.30,4,Operating Point,,0.08396164582477526,101,,0.6472222222222223,1.974477328265001,0.696551724137931,145,0.16694444444444442,0.7986111111111112,0.5438888888888889,0.6032960188532944,0.14027777777777772,0.28882189310586326,0.9388888888888889,0.8921179119591577,0.3527777777777778,0.39763779527559057,0.975,0.3527777777777778,254,0.09442060085836912,0.9055793991416309,0.09442060085836912
emotions,MLC_PA_Logistic,0.30,5,Operating Point,,0.08933963791229649,77,,0.7033639143730887,1.9227949599083622,0.5703703703703704,135,0.1776758409785933,0.7935779816513762,0.5642201834862385,0.6069701813350067,0.11773700305810397,0.24130696869981205,0.9113149847094801,0.8482771500348187,0.2966360856269113,0.39690721649484534,0.8990825688073395,0.2966360856269113,194,0.12608695652173907,0.8739130434782609,0.12608695652173907
emotions,MLC_PA_Logistic,0.35,1,Operating Point,,0.09918327797138865,55,,0.7800546448087432,1.812044288414799,0.39855072463768115,138,0.19036885245901636,0.8114754098360656,0.5685792349726776,0.6111172188011763,0.07513661202185795,0.16304329762455272,0.8866120218579235,0.774160516425729,0.21994535519125682,0.3416149068322981,0.7622950819672131,0.21994535519125682,161,0.14535901926444827,0.8546409807355517,0.14535901926444827
emotions,MLC_PA_Logistic,0.35,2,Operating Point,,0.08176419246389666,74,,0.7521008403361344,2.058679135008767,0.5103448275862069,145,0.18620448179271706,0.7969187675070029,0.5142857142857142,0.5903093203093203,0.10364145658263302,0.22851621706869296,0.9005602240896359,0.8188255373780132,0.24789915966386555,0.4180790960451977,0.865546218487395,0.24789915966386555,177,0.13221601489757917,0.8677839851024208,0.13221601489757917
emotions,MLC_PA_Logistic,0.35,3,Operating Point,,0.09321133655128853,68,,0.7750677506775068,1.9759036144578312,0.4444444444444444,153,0.1939024390243902,0.7926829268292683,0.5363143631436316,0.5742504226103112,0.09214092140921404,0.17593910067960872,0.8848238482384824,0.75018952328992,0.22493224932249323,0.40963855421686746,0.8292682926829268,0.22493224932249323,166,0.14860139860139854,0.8513986013986015,0.14860139860139854
emotions,MLC_PA_Logistic,0.35,4,Operating Point,,0.08396164582477526,78,,0.7444444444444445,2.1049475262368817,0.5379310344827586,145,0.18249999999999997,0.7986111111111112,0.5438888888888889,0.6032960188532944,0.10833333333333328,0.22072043413828535,0.9069444444444444,0.8240164529915798,0.25555555555555554,0.42391304347826086,0.8833333333333333,0.25555555555555554,184,0.125,0.875,0.125
emotions,MLC_PA_Logistic,0.35,5,Operating Point,,0.08933963791229649,57,,0.7798165137614679,1.9175925925925925,0.4222222222222222,135,0.19633027522935775,0.7935779816513762,0.5642201834862385,0.6069701813350067,0.08715596330275233,0.18118032150420804,0.8807339449541285,0.7881505028392147,0.22018348623853212,0.3958333333333333,0.7981651376146789,0.22018348623853212,144,0.15294117647058825,0.8470588235294118,0.15294117647058825
emotions,MLC_PA_Logistic,0.40,1,Operating Point,,0.09918327797138865,38,,0.8456284153005464,1.7837629857637551,0.2753623188405797,138,0.19836065573770495,0.8114754098360656,0.5685792349726776,0.6111172188011763,0.051912568306010876,0.10571657072575436,0.8633879781420765,0.7168337895269307,0.15437158469945356,0.336283185840708,0.639344262295082,0.15437158469945356,113,0.16155088852988686,0.8384491114701131,0.16155088852988686
emotions,MLC_PA_Logistic,0.40,2,Operating Point,,0.08176419246389666,52,,0.8375350140056023,2.207372175980975,0.3586206896551724,145,0.1952380952380953,0.7969187675070029,0.5142857142857142,0.5903093203093203,0.07282913165266103,0.15791720921880215,0.8697478991596639,0.7482265295281224,0.16246498599439776,0.4482758620689655,0.6722689075630253,0.16246498599439776,116,0.15551839464882944,0.8444816053511706,0.15551839464882944
emotions,MLC_PA_Logistic,0.40,3,Operating Point,,0.09321133655128853,52,,0.8468834688346883,2.219677251431546,0.33986928104575165,153,0.19810298102981036,0.7926829268292683,0.5363143631436316,0.5742504226103112,0.07046070460704601,0.12385055314964966,0.8631436314363143,0.6981009757599609,0.15311653116531165,0.46017699115044247,0.6910569105691057,0.15311653116531165,113,0.16159999999999997,0.8384,0.16159999999999997
emotions,MLC_PA_Logistic,0.40,4,Operating Point,,0.08396164582477526,46,,0.8611111111111112,2.2841379310344827,0.31724137931034485,145,0.19305555555555556,0.7986111111111112,0.5438888888888889,0.6032960188532944,0.06388888888888888,0.1309326349145089,0.8625,0.7342286537678033,0.1388888888888889,0.46,0.6,0.1388888888888889,100,0.1596774193548387,0.8403225806451613,0.1596774193548387
emotions,MLC_PA_Logistic,0.40,5,Operating Point,,0.08933963791229649,38,,0.8486238532110092,1.859483726150393,0.2814814814814815,135,0.20886850152905198,0.7935779816513762,0.5642201834862385,0.6069701813350067,0.05810397553516822,0.11901665723871169,0.8516819571865444,0.7259868385737184,0.15137614678899083,0.3838383838383838,0.6422018348623854,0.15137614678899083,99,0.17477477477477477,0.8252252252252252,0.17477477477477477
emotions,MLC_PA_Logistic,0.50,1,Operating Point,,0.09918327797138865,0,,1.0,,0.0,138,0.1885245901639344,0.8114754098360656,0.5685792349726776,0.6111172188011763,0.0,0.0,0.8114754098360656,0.6111172188011763,0.0,,0.0,0.0,0,0.1885245901639344,0.8114754098360656,0.1885245901639344
emotions,MLC_PA_Logistic,0.50,2,Operating Point,,0.08176419246389666,0,,1.0,,0.0,145,0.2030812324929972,0.7969187675070029,0.5142857142857142,0.5903093203093203,0.0,0.0,0.7969187675070029,0.5903093203093203,0.0,,0.0,0.0,0,0.20308123249299714,0.7969187675070029,0.20308123249299714
emotions,MLC_PA_Logistic,0.50,3,Operating Point,,0.09321133655128853,0,,1.0,,0.0,153,0.2073170731707317,0.7926829268292683,0.5363143631436316,0.5742504226103112,0.0,0.0,0.7926829268292683,0.5742504226103112,0.0,,0.0,0.0,0,0.20731707317073167,0.7926829268292683,0.20731707317073167
emotions,MLC_PA_Logistic,0.50,4,Operating Point,,0.08396164582477526,0,,1.0,,0.0,145,0.2013888888888889,0.7986111111111112,0.5438888888888889,0.6032960188532944,0.0,0.0,0.7986111111111112,0.6032960188532944,0.0,,0.0,0.0,0,0.20138888888888884,0.7986111111111112,0.20138888888888884
emotions,MLC_PA_Logistic,0.50,5,Operating Point,,0.08933963791229649,0,,1.0,,0.0,135,0.20642201834862386,0.7935779816513762,0.5642201834862385,0.6069701813350067,0.0,0.0,0.7935779816513762,0.6069701813350067,0.0,,0.0,0.0,0,0.20642201834862384,0.7935779816513762,0.20642201834862384
emotions,MLC_PA_MLP,0.20,1,Operating Point,,0.18041669886265319,217,,0.001366120218579235,1.0013679890560876,1.0,217,0.19972677595628405,0.7035519125683061,0.6032006245120999,0.6184258283840555,0.29644808743169393,0.38157417161594454,1.0,1.0,0.9986338797814208,0.2968536251709986,1.0,0.9986338797814208,731,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.20,2,Operating Point,,0.14952307989235247,187,,0.0,1.0,1.0,187,0.19999999999999984,0.7380952380952381,0.619607843137255,0.6464928858477245,0.26190476190476186,0.35350711415227554,1.0,1.0,1.0,0.2619047619047619,1.0,1.0,714,,,
emotions,MLC_PA_MLP,0.20,3,Operating Point,,0.15153367508051271,197,,0.0,1.0,1.0,197,0.19999999999999993,0.7330623306233062,0.6139372822299652,0.6204836267779792,0.26693766937669383,0.3795163732220208,1.0,1.0,1.0,0.2669376693766938,1.0,1.0,738,,,
emotions,MLC_PA_MLP,0.20,4,Operating Point,,0.1445517228493241,178,,0.0,1.0,1.0,178,0.19999999999999996,0.7527777777777778,0.6678174603174604,0.6829624072591506,0.24722222222222223,0.3170375927408494,1.0,1.0,1.0,0.24722222222222223,1.0,1.0,720,,,
emotions,MLC_PA_MLP,0.20,5,Operating Point,,0.1503124663314044,164,,0.0,1.0,1.0,164,0.19999999999999993,0.7492354740061162,0.6805591961555265,0.6920664096228006,0.25076452599388377,0.30793359037719936,1.0,1.0,1.0,0.25076452599388377,1.0,1.0,654,,,
emotions,MLC_PA_MLP,0.25,1,Operating Point,,0.18041669886265319,217,,0.00273224043715847,1.0027397260273974,1.0,217,0.24931693989071038,0.7035519125683061,0.6032006245120999,0.6184258283840555,0.29644808743169393,0.38157417161594454,1.0,1.0,0.9972677595628415,0.29726027397260274,1.0,0.9972677595628415,730,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.25,2,Operating Point,,0.14952307989235247,187,,0.0,1.0,1.0,187,0.25,0.7380952380952381,0.619607843137255,0.6464928858477245,0.26190476190476186,0.35350711415227554,1.0,1.0,1.0,0.2619047619047619,1.0,1.0,714,,,
emotions,MLC_PA_MLP,0.25,3,Operating Point,,0.15153367508051271,197,,0.0,1.0,1.0,197,0.25,0.7330623306233062,0.6139372822299652,0.6204836267779792,0.26693766937669383,0.3795163732220208,1.0,1.0,1.0,0.2669376693766938,1.0,1.0,738,,,
emotions,MLC_PA_MLP,0.25,4,Operating Point,,0.1445517228493241,178,,0.0,1.0,1.0,178,0.25,0.7527777777777778,0.6678174603174604,0.6829624072591506,0.24722222222222223,0.3170375927408494,1.0,1.0,1.0,0.24722222222222223,1.0,1.0,720,,,
emotions,MLC_PA_MLP,0.25,5,Operating Point,,0.1503124663314044,164,,0.00764525993883792,1.007704160246533,1.0,164,0.24808868501529052,0.7492354740061162,0.6805591961555265,0.6920664096228006,0.25076452599388377,0.30793359037719936,1.0,1.0,0.9923547400611621,0.2526964560862866,1.0,0.9923547400611621,649,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.30,1,Operating Point,,0.18041669886265319,217,,0.01912568306010929,1.0194986072423398,1.0,217,0.29426229508196733,0.7035519125683061,0.6032006245120999,0.6184258283840555,0.29644808743169393,0.38157417161594454,1.0,1.0,0.9808743169398907,0.3022284122562674,1.0,0.9808743169398907,718,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.30,2,Operating Point,,0.14952307989235247,187,,0.01680672268907563,1.0170940170940173,1.0,187,0.29495798319327743,0.7380952380952381,0.619607843137255,0.6464928858477245,0.26190476190476186,0.35350711415227554,1.0,1.0,0.9831932773109243,0.26638176638176636,1.0,0.9831932773109243,702,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.30,3,Operating Point,,0.15153367508051271,197,,0.01084010840108401,1.010958904109589,1.0,197,0.2967479674796749,0.7330623306233062,0.6139372822299652,0.6204836267779792,0.26693766937669383,0.3795163732220208,1.0,1.0,0.989159891598916,0.26986301369863014,1.0,0.989159891598916,730,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.30,4,Operating Point,,0.1445517228493241,178,,0.001388888888888889,1.0013908205841446,1.0,178,0.2995833333333334,0.7527777777777778,0.6678174603174604,0.6829624072591506,0.24722222222222223,0.3170375927408494,1.0,1.0,0.9986111111111111,0.24756606397774686,1.0,0.9986111111111111,719,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.30,5,Operating Point,,0.1503124663314044,164,,0.02599388379204893,1.0266875981161696,1.0,164,0.29220183486238543,0.7492354740061162,0.6805591961555265,0.6920664096228006,0.25076452599388377,0.30793359037719936,1.0,1.0,0.9740061162079511,0.25745682888540034,1.0,0.9740061162079511,637,0.0,1.0,0.0
emotions,MLC_PA_MLP,0.35,1,Operating Point,,0.18041669886265319,214,,0.07377049180327869,1.0647200358876066,0.9861751152073732,217,0.3282786885245902,0.7035519125683061,0.6032006245120999,0.6184258283840555,0.2923497267759563,0.3739389100525332,0.9959016393442623,0.9923647384365887,0.9262295081967213,0.31563421828908556,1.0,0.9262295081967213,678,0.05555555555555558,0.9444444444444444,0.05555555555555558
emotions,MLC_PA_MLP,0.35,2,Operating Point,,0.14952307989235247,185,,0.058823529411764705,1.0511363636363635,0.9893048128342246,187,0.33221288515406167,0.7380952380952381,0.619607843137255,0.6464928858477245,0.2591036414565826,0.34845660910177045,0.9971988795518207,0.9949494949494949,0.9411764705882353,0.27529761904761907,1.0,0.9411764705882353,672,0.04761904761904767,0.9523809523809523,0.04761904761904767
emotions,MLC_PA_MLP,0.35,3,Operating Point,,0.15153367508051271,196,,0.07181571815718157,1.0719033680388306,0.9949238578680203,197,0.32621951219512196,0.7330623306233062,0.6139372822299652,0.6204836267779792,0.2655826558265584,0.37729415099979857,0.9986449864498645,0.9977777777777778,0.9281842818428184,0.28613138686131384,1.0,0.9281842818428184,685,0.018867924528301883,0.9811320754716981,0.018867924528301883
emotions,MLC_PA_MLP,0.35,4,Operating Point,,0.1445517228493241,175,,0.058333333333333334,1.0440489211494481,0.9831460674157303,178,0.33375,0.7527777777777778,0.6678174603174604,0.6829624072591506,0.24305555555555558,0.3100524937410536,0.9958333333333333,0.9930149010002042,0.9416666666666667,0.2581120943952802,1.0,0.9416666666666667,678,0.0714285714285714,0.9285714285714286,0.0714285714285714
emotions,MLC_PA_MLP,0.35,5,Operating Point,,0.1503124663314044,161,,0.07186544342507645,1.057720898461044,0.9817073170731707,164,0.3294342507645259,0.7492354740061162,0.6805591961555265,0.6920664096228006,0.24617737003058104,0.30037043206564473,0.9954128440366973,0.9924368416884454,0.9281345565749235,0.2652388797364086,1.0,0.9281345565749235,607,0.06382978723404253,0.9361702127659575,0.06382978723404253
emotions,MLC_PA_MLP,0.40,1,Operating Point,,0.18041669886265319,194,,0.21994535519125682,1.1460853704794725,0.8940092165898618,217,0.3434426229508197,0.7035519125683061,0.6032006245120999,0.6184258283840555,0.26502732240437155,0.3323712472547923,0.9685792349726776,0.9507970756388477,0.7800546448087432,0.3397548161120841,0.9918032786885246,0.7800546448087432,571,0.1428571428571428,0.8571428571428572,0.1428571428571428
emotions,MLC_PA_MLP,0.40,2,Operating Point,,0.14952307989235247,179,,0.19467787114845939,1.188616600790514,0.9572192513368984,187,0.3333333333333333,0.7380952380952381,0.619607843137255,0.6464928858477245,0.2507002801120448,0.33435010971042756,0.988795518207283,0.980842995558152,0.8053221288515406,0.31130434782608696,1.0,0.8053221288515406,575,0.05755395683453235,0.9424460431654677,0.05755395683453235
emotions,MLC_PA_MLP,0.40,3,Operating Point,,0.15153367508051271,176,,0.24661246612466126,1.185845232443487,0.8934010152284264,197,0.329810298102981,0.7330623306233062,0.6139372822299652,0.6204836267779792,0.23848238482384831,0.3321209089030315,0.9715447154471545,0.9526045356810107,0.7533875338753387,0.31654676258992803,0.991869918699187,0.7533875338753387,556,0.11538461538461542,0.8846153846153846,0.11538461538461542
emotions,MLC_PA_MLP,0.40,4,Operating Point,,0.1445517228493241,165,,0.19305555555555556,1.148736196793595,0.9269662921348315,178,0.3408333333333333,0.7527777777777778,0.6678174603174604,0.6829624072591506,0.22916666666666663,0.2889329693747953,0.9819444444444444,0.9718953766339459,0.8069444444444445,0.28399311531841653,1.0,0.8069444444444445,581,0.09352517985611508,0.9064748201438849,0.09352517985611508
emotions,MLC_PA_MLP,0.40,5,Operating Point,,0.1503124663314044,146,,0.25382262996941896,1.1930727708916433,0.8902439024390244,164,0.32599388379204897,0.7492354740061162,0.6805591961555265,0.6920664096228006,0.2232415902140672,0.267688251654432,0.9724770642201834,0.9597546612772326,0.746177370030581,0.29918032786885246,0.981651376146789,0.746177370030581,488,0.10843373493975905,0.891566265060241,0.10843373493975905
emotions,MLC_PA_MLP,0.50,1,Operating Point,,0.18041669886265319,0,,1.0,,0.0,217,0.296448087431694,0.7035519125683061,0.6032006245120999,0.6184258283840555,0.0,0.0,0.7035519125683061,0.6184258283840555,0.0,,0.0,0.0,0,0.29644808743169393,0.7035519125683061,0.29644808743169393
emotions,MLC_PA_MLP,0.50,2,Operating Point,,0.14952307989235247,0,,1.0,,0.0,187,0.2619047619047619,0.7380952380952381,0.619607843137255,0.6464928858477245,0.0,0.0,0.7380952380952381,0.6464928858477245,0.0,,0.0,0.0,0,0.26190476190476186,0.7380952380952381,0.26190476190476186
emotions,MLC_PA_MLP,0.50,3,Operating Point,,0.15153367508051271,0,,1.0,,0.0,197,0.2669376693766938,0.7330623306233062,0.6139372822299652,0.6204836267779792,0.0,0.0,0.7330623306233062,0.6204836267779792,0.0,,0.0,0.0,0,0.26693766937669383,0.7330623306233062,0.26693766937669383
emotions,MLC_PA_MLP,0.50,4,Operating Point,,0.1445517228493241,0,,1.0,,0.0,178,0.24722222222222223,0.7527777777777778,0.6678174603174604,0.6829624072591506,0.0,0.0,0.7527777777777778,0.6829624072591506,0.0,,0.0,0.0,0,0.24722222222222223,0.7527777777777778,0.24722222222222223
emotions,MLC_PA_MLP,0.50,5,Operating Point,,0.1503124663314044,0,,1.0,,0.0,164,0.25076452599388377,0.7492354740061162,0.6805591961555265,0.6920664096228006,0.0,0.0,0.7492354740061162,0.6920664096228006,0.0,,0.0,0.0,0,0.25076452599388377,0.7492354740061162,0.25076452599388377
emotions,GSI_MLC_PA_Logistic,0.20,1,Operating Point,,0.09560462843519942,94,,0.5655737704918032,1.5793967773034019,0.6861313868613139,137,0.14562841530054643,0.8128415300546448,0.5726775956284152,0.6159443663680951,0.12841530054644812,0.27479999605587624,0.9412568306010929,0.8907443624239714,0.4344262295081967,0.29559748427672955,0.9836065573770492,0.4344262295081967,318,0.10386473429951693,0.8961352657004831,0.10386473429951693
emotions,GSI_MLC_PA_Logistic,0.20,2,Operating Point,,0.07871821327807783,116,,0.5238095238095238,1.6916666666666669,0.8055555555555556,144,0.134453781512605,0.7983193277310925,0.5198879551820728,0.5993733517310752,0.16246498599439774,0.33199276359815066,0.9607843137254902,0.9313661153292259,0.47619047619047616,0.3411764705882353,0.9831932773109243,0.47619047619047616,340,0.07486631016042777,0.9251336898395722,0.07486631016042777
emotions,GSI_MLC_PA_Logistic,0.20,3,Operating Point,,0.08973832816545323,113,,0.5311653116531165,1.6285346039681299,0.7635135135135135,148,0.14119241192411922,0.7994579945799458,0.5262872628726287,0.5751188053074846,0.15311653116531165,0.3246115597705067,0.9525745257452575,0.8997303650779913,0.46883468834688347,0.3265895953757225,0.983739837398374,0.46883468834688347,346,0.0892857142857143,0.9107142857142857,0.0892857142857143
emotions,GSI_MLC_PA_Logistic,0.20,4,Operating Point,,0.08058472741703561,122,,0.5444444444444444,1.8218018914883027,0.8299319727891157,147,0.12583333333333335,0.7958333333333334,0.5330555555555556,0.5880736987611576,0.1694444444444444,0.3511332183799576,0.9652777777777778,0.9392069171411151,0.45555555555555555,0.3719512195121951,1.0,0.45555555555555555,328,0.06377551020408168,0.9362244897959183,0.06377551020408168
emotions,GSI_MLC_PA_Logistic,0.20,5,Operating Point,,0.09238640949357338,96,,0.5871559633027523,1.660952380952381,0.6857142857142857,140,0.1498470948012232,0.7859327217125383,0.5391437308868502,0.5865376050446162,0.14678899082568808,0.29849951766449045,0.9327217125382263,0.8850371227091066,0.41284403669724773,0.35555555555555557,0.9724770642201835,0.41284403669724773,270,0.11458333333333337,0.8854166666666666,0.11458333333333337
emotions,GSI_MLC_PA_Logistic,0.25,1,Operating Point,,0.09560462843519942,77,,0.6584699453551912,1.6456642335766423,0.5620437956204379,137,0.16734972677595628,0.8128415300546448,0.5726775956284152,0.6159443663680951,0.10519125683060115,0.22398705570957367,0.9180327868852459,0.8399314220776688,0.34153005464480873,0.308,0.9098360655737705,0.34153005464480873,250,0.12448132780082988,0.8755186721991701,0.12448132780082988
emotions,GSI_MLC_PA_Logistic,0.25,2,Operating Point,,0.07871821327807783,101,,0.6204481792717087,1.847939729397294,0.7013888888888888,144,0.15511204481792717,0.7983193277310925,0.5198879551820728,0.5993733517310752,0.14145658263305316,0.2925686934098257,0.9397759103641457,0.8919420451409009,0.3795518207282913,0.3726937269372694,0.957983193277311,0.3795518207282913,271,0.09706546275395034,0.9029345372460497,0.09706546275395034
emotions,GSI_MLC_PA_Logistic,0.25,3,Operating Point,,0.08973832816545323,100,,0.6246612466124661,1.8001756268904283,0.6756756756756757,148,0.15887533875338752,0.7994579945799458,0.5262872628726287,0.5751188053074846,0.1355013550135501,0.2787112075166407,0.9349593495934959,0.8538300128241253,0.37533875338753386,0.36101083032490977,0.983739837398374,0.37533875338753386,277,0.10412147505422997,0.89587852494577,0.10412147505422997
emotions,GSI_MLC_PA_Logistic,0.25,4,Operating Point,,0.08058472741703561,107,,0.625,1.9410430839002268,0.7278911564625851,147,0.14930555555555555,0.7958333333333334,0.5330555555555556,0.5880736987611576,0.14861111111111103,0.30840604569146535,0.9444444444444444,0.8964797444526229,0.375,0.3962962962962963,0.9833333333333333,0.375,270,0.0888888888888889,0.9111111111111111,0.0888888888888889
emotions,GSI_MLC_PA_Logistic,0.25,5,Operating Point,,0.09238640949357338,88,,0.6666666666666666,1.8857142857142857,0.6285714285714286,140,0.1628440366972477,0.7859327217125383,0.5391437308868502,0.5865376050446162,0.13455657492354733,0.27275326545990497,0.9204892966360856,0.8592908705045211,0.3333333333333333,0.4036697247706422,0.944954128440367,0.3333333333333333,218,0.11926605504587151,0.8807339449541285,0.11926605504587151
emotions,GSI_MLC_PA_Logistic,0.30,1,Operating Point,,0.09560462843519942,62,,0.7336065573770492,1.698820887142055,0.45255474452554745,137,0.18237704918032788,0.8128415300546448,0.5726775956284152,0.6159443663680951,0.08469945355191255,0.18046923158935102,0.8975409836065573,0.7964135979574462,0.26639344262295084,0.31794871794871793,0.860655737704918,0.26639344262295084,195,0.13966480446927376,0.8603351955307262,0.13966480446927376
